Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,major
1,3,1,1,1,1,3,2,1,1,1,3,1,1,3,8165,7733,4127,3813,4551,3609,6983,4215,5819,6567,3582,19132,9534,5166,5449,4,100,135,1,4,4,6,7,7,7,1,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,2,18,1,1,3,4,2,1,3,
3,2,4,3,4,1,1,4,3,3,2,2,3,1,4,8778,11436,5664,9317,21582,5734,5466,10998,3668,9386,6046,9601,8232,10199,14466,10,145,353,1,5,5,1,6,7,3,6,7,5,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,3,2,1,1,64,1,2,1,4,1,1,3,Graphic Design
4,4,4,4,4,4,4,5,2,4,3,2,4,4,5,4976,10639,4250,2359,4750,4739,5221,2259,6769,4700,7455,5723,6091,2906,5870,12353,80,93,2,4,3,6,5,3,5,5,2,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,3,2,1,19,1,1,1,4,2,1,2,nursing
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4858,8534,3815,4410,3961,7028,3913,2905,4074,3497,5946,5009,13978,2937,3417,1190,81,107,7,2,5,7,7,2,7,5,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,16,1,1,1,4,2,1,2,
5,3,5,3,5,3,4,5,1,5,5,3,5,3,5,3937,14497,3728,5168,6991,5137,6928,9103,3353,4880,7736,5872,5783,4104,4833,366,94,13262,2,6,6,7,7,5,7,7,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,2,3,2,1,25,1,1,2,4,2,1,3,
3,4,1,2,5,3,3,1,1,4,2,4,1,3,5,4071,5257,4137,8296,5299,5207,3353,2894,2344,6613,13338,11871,6399,7408,4035,5,92,86,2,2,5,7,5,6,5,3,4,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,19,1,1,1,4,1,1,2,Biology
4,2,1,2,3,1,1,1,1,1,0,2,1,1,1,7340,7440,4454,7787,13896,3268,3710,3433,2901,5781,0,5744,4116,4420,4138,3,80,125,6,5,6,2,5,5,3,2,6,5,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,19,2,1,1,4,1,1,2,Finance
3,2,5,2,4,5,1,5,4,3,2,2,4,3,5,7315,9498,7489,8975,7821,6606,8723,4865,9594,9488,9390,8492,9647,8038,6537,3,124,217,2,4,6,3,3,7,6,2,6,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,15,1,7,2,4,2,1,0,
4,3,2,4,4,4,2,2,2,1,4,2,3,4,5,9895,7566,4984,7100,4802,6600,4666,3635,5600,5250,6784,6517,7018,6049,4254,2,92,73,5,3,5,3,7,5,5,5,6,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,2,3,2,1,18,1,3,2,4,2,1,1,
1,4,1,1,5,1,4,1,1,5,1,4,1,1,5,25282,6092,1672,1834,4650,8696,3986,1104,2482,3346,11603,5889,2768,7664,2128,2,91,384,1,4,6,5,7,7,3,4,4,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,1,2,35,1,2,1,4,1,1,1,biotechnology
1,1,1,1,4,1,1,2,1,2,1,1,1,0,1,8384,5435,3031,9219,4984,4881,2518,5252,4967,17654,2387,12419,24750,0,14598,2,121,109,7,2,6,1,7,1,7,6,7,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,1,2,1,22,1,6,2,5,1,1,3,Linguistics
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14950,5333,2448,3766,7643,2219,6744,1083,4978,14397,1000,1552,6413,3814,3149,2,83,132,5,5,6,2,7,5,6,2,5,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,2,1,40,1,6,1,4,2,1,3,Accounting
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5073,10784,2364,2333,2136,1399,6548,1585,2851,6545,865,2201,2520,2495,1637,3,52,88,5,6,6,7,4,6,4,1,2,4,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,4,1,2,1,30,1,6,1,4,1,1,3,Education
2,2,1,1,2,1,1,1,1,4,1,1,1,2,5,6649,9451,3791,5556,17498,8141,9845,4653,6216,9115,7578,9201,6872,12051,5179,2,125,101,6,7,1,1,6,1,4,7,6,7,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,3,1,1,22,2,7,1,4,2,1,3,Information Technology
1,5,4,1,4,5,5,1,1,3,1,4,1,1,5,8720,5684,6007,4240,6346,7019,5969,2719,6613,8730,6856,6577,6454,5473,3788,11,93,124,6,7,7,1,4,7,7,1,7,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,18,1,10,2,2,2,1,6,psychology
4,2,1,1,0,1,2,1,1,2,3,0,1,2,4,4203,14057,6055,17255,0,16116,18521,27833,10382,6394,32426,0,5387,6725,57190,6,225,103,2,3,1,7,5,7,7,6,1,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,13,1,2,1,4,2,1,4,
4,2,1,2,5,4,1,2,1,4,4,1,1,1,5,8448,6573,8129,7143,11152,8884,8610,5003,5105,4346,7092,12538,5760,6924,5599,1791,113,112,6,5,4,2,6,4,7,5,6,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,2,23,1,1,5,5,1,1,2,Social Communication
4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4531,976,7066,1664,1695,5056,1888,2057,2224,3793,3246,2041,599,1348,446,9,40,76,1,5,6,2,5,6,3,2,6,3,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,1,2,14,2,2,1,4,2,1,2,
5,5,1,4,5,5,1,1,2,5,4,4,2,5,5,10096,7156,5727,6608,5863,5743,5629,4554,8031,7247,6679,54336,6844,7228,4396,4,155,106,3,1,2,6,6,2,7,5,2,2,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,2,3,2,2,16,1,1,2,5,2,1,0,
1,1,1,1,5,3,1,2,2,1,1,1,1,1,3,13789,5214,3112,3464,10383,6569,5760,4280,7176,5008,8328,5544,5080,5704,4896,10,96,100,5,2,5,3,7,4,6,7,5,2,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,3,1,1,2,41,1,2,1,4,2,3,2,electrical engineering
2,1,1,2,2,2,1,2,2,2,1,1,1,1,2,3974,5564,4541,4059,3889,3550,3255,3630,4454,3673,6844,2650,4709,3062,3791,2,63,56,2,5,5,5,6,7,2,5,2,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,2,17,1,2,4,4,2,1,1,
4,3,1,1,2,3,2,1,1,2,3,1,1,1,5,44232,9558,7066,7944,8507,10568,7808,4031,6861,8457,8823,4129,611,9707,4968,15,144,137,4,4,6,5,5,7,7,1,4,4,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,3,2,1,20,1,7,0,0,2,1,0,Biology
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6474,5199,3133,2616,3351,2800,5300,3501,2399,5485,6733,13150,6584,4199,9452,2,82,75,2,2,6,6,7,6,5,2,5,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,1,1,1,16,1,2,1,4,2,1,3,
5,5,2,4,5,5,3,3,3,3,4,4,3,5,4,12128,8269,6989,5106,4712,5657,8429,2243,17071,6413,6593,5803,7397,11573,7321,54,117,267,6,5,6,2,7,4,7,5,6,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,4,3,2,2,30,1,1,1,1,2,2,1,Communication Management
2,4,1,1,1,1,4,1,1,1,3,3,1,1,1,6175,6128,3447,5169,2903,2720,3088,4264,3376,4232,6296,9432,5328,5840,2112,6,72,108,2,5,6,7,6,6,6,5,3,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,2,3,1,2,22,1,2,1,4,2,1,2,
2,1,1,1,3,1,1,1,1,3,2,1,1,1,1,8098,16595,17990,22299,6268,9777,19172,3790,4656,8829,6917,6154,9942,14166,4206,1,160,218,6,3,3,1,5,1,4,5,6,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,19,1,6,1,4,1,1,3,public relations
4,2,4,2,4,4,2,5,2,3,4,3,2,4,5,10749,8907,5132,5833,4428,7811,8134,3906,5864,6032,8025,6359,7119,6406,4309,2,102,85,5,3,5,7,6,7,7,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,14,1,2,1,4,2,1,2,
4,3,5,4,3,5,2,5,4,4,4,2,5,4,5,12827,12853,4731,5665,6521,8396,7168,5783,4568,9182,6899,7385,11634,7515,6301,2,120,227,2,2,3,5,7,6,6,6,5,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,2,2,1,16,1,3,2,5,2,1,2,
2,4,1,4,1,4,3,1,4,3,1,3,1,1,1,8119,6276,6085,7015,37049,5149,5550,3449,5466,4182,48416,6417,3718,5234,4056,8,157,238,7,5,7,7,5,2,2,1,5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,3,1,0,16,1,11,1,1,2,1,2,
5,3,1,2,5,2,4,2,1,1,3,4,1,3,5,4798,9659,5484,6703,7107,4386,5732,4183,3190,8245,3937,6895,3944,5025,4349,7,87,104,2,2,5,6,6,3,5,3,3,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,2,1,26,1,1,1,4,1,1,1,Public Policy
2,1,2,4,2,2,4,2,2,4,2,2,2,2,4,9032,7664,10440,6001,9127,12070,14247,11222,6168,6867,9277,4555,5336,15560,6051,3,136,76,1,3,6,5,6,6,6,7,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,15,1,2,1,4,2,1,4,
3,3,1,2,2,4,2,1,1,4,3,1,1,2,3,11831,19603,16356,8444,18500,11221,5128,3241,3692,5966,7998,13121,4434,6615,7899,2,152,125,6,5,2,4,6,1,6,5,4,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,1,27,1,1,1,5,1,1,3,Psychology
4,4,1,4,5,5,5,1,1,1,4,4,1,3,3,7141,15623,8928,7232,7040,6712,9281,2945,11351,8792,7784,11800,7344,10960,9472,2,134,151,7,1,4,4,7,1,7,4,6,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,4,2,1,2,23,1,7,1,4,2,1,2,psychology
2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,12962,30802,5535,12819,4561,9138,5685,2568,7097,8547,14764,9337,6726,7715,6871,623,147,153,2,2,5,1,6,7,5,5,6,2,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,2,2,1,2,23,1,1,2,4,1,1,3,Computer Systems Engineering
4,1,1,2,2,3,2,2,2,4,4,1,1,2,2,12959,7278,17696,752,5728,7104,9745,5496,3768,8024,9792,21944,2719,7665,5712,4,127,229,2,5,6,4,6,6,3,6,6,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,2,2,27,1,2,4,4,2,1,1,literature
2,1,1,2,2,1,1,1,1,3,1,2,1,1,2,7066,8659,6768,2198,2950,9932,4820,1246,3238,6580,3772,3826,2442,5676,6402,4,77,159,3,2,7,1,7,3,6,1,7,3,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,2,2,1,40,1,2,2,4,1,1,4,zoology
3,4,1,1,2,5,2,4,1,4,2,1,1,1,4,23005,9831,11969,9549,10040,11318,7297,6277,5166,6986,8134,11853,8161,6955,5506,3,143,108,4,4,6,5,7,3,5,3,4,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1,15,1,4,3,4,2,1,4,
4,5,3,1,4,4,5,5,1,3,3,4,4,5,5,8435,46168,4083,5430,4689,3711,6342,3430,5959,4654,4264,4632,4431,5326,2742,3,9881,1134,1,6,5,6,4,7,4,5,2,5,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1,14,1,6,2,4,2,1,1,
2,3,1,1,1,1,4,2,2,2,1,2,1,2,4,8060,8145,4915,6888,6024,6703,15104,12680,6680,19961,808,9408,13705,6943,9040,6438,136,158,5,7,4,2,5,5,3,2,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,19,1,0,4,4,2,1,4,
4,3,2,3,5,4,1,1,2,1,2,3,3,4,5,6815,4107,4308,3174,5122,3691,5497,2276,2916,3644,4292,5794,4418,3628,4213,3,65,97,1,3,3,1,4,5,4,2,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,15,1,6,1,5,2,1,1,
4,2,1,1,2,1,1,1,1,2,1,2,1,1,3,6844,7417,5330,3779,5407,2909,5406,2702,4932,6035,4085,10980,4229,4187,7970,11,84,130,3,2,6,2,5,5,5,1,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,2,1,15,1,10,1,5,2,1,2,
4,2,1,2,4,5,3,1,1,5,3,4,1,1,5,8150,4496,4148,5522,4904,7237,6875,1266,2656,4488,7823,4279,4325,4070,2541,349,74,96,1,6,5,7,6,7,2,6,1,4,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,2,1,2,2,21,1,1,2,4,2,1,2,psychology
5,2,1,1,4,4,1,1,1,5,5,1,1,1,4,26879,10290,3347,5270,3468,10563,3433,1679,1558,3628,9331,5692,1621,2344,3707,19,95,155,2,6,6,3,7,2,2,7,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,2,1,15,1,2,2,4,2,1,5,
4,2,1,1,2,4,1,1,2,2,4,2,1,1,2,17487,11080,7371,13464,9098,8170,6786,5445,5585,11599,6387,8683,8819,8186,5964,22,171,261,4,5,6,6,6,4,7,6,5,4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,1,2,1,69,1,12,1,4,1,1,3,Sociology
5,5,2,4,5,5,5,4,5,5,5,5,5,5,5,426,7657,15372,5016,3589,4391,4044,7446,4442,4949,4799,4739,4650,6618,697,530,82,172,5,7,5,7,7,5,7,6,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,3,2,2,16,1,1,3,5,2,1,1,
5,5,1,3,5,5,5,5,2,5,5,5,5,3,5,6794,8709,4427,9489,3975,9328,3015,4272,12486,10008,4669,6480,6229,7143,3120,20,102,168,2,2,3,1,5,7,4,1,7,3,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,2,2,23,1,6,1,5,1,1,3,dentistry
4,4,2,3,4,2,2,4,2,4,2,3,4,2,4,39353,11404,6480,8918,5193,5925,6765,5621,2874,15879,9439,9127,6422,7533,19507,4,18310,291,5,5,5,5,6,2,6,5,2,2,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,4,2,1,1,46,1,7,1,4,1,2,3,Communications
5,5,5,4,4,5,4,5,4,5,4,4,3,4,5,5583,12512,14206,7434,11121,11126,26696,14922,69377,11583,25664,7016,11000,4772,12630,2,246,245,3,6,2,6,7,4,5,4,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,1,1,17,1,5,1,4,2,1,4,
2,2,4,3,3,2,2,4,2,2,2,3,2,3,4,13357,14475,13304,6990,13372,7676,7649,4880,6401,19390,25893,11644,6903,13538,9871,2,177,116,7,4,4,3,5,5,5,6,7,2,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,2,1,16,1,12,2,4,2,1,2,psychology
1,5,5,5,5,4,5,4,4,4,5,4,5,4,5,3465,8391,3584,4817,4223,3912,2752,2312,3015,5665,2960,3008,4071,3696,2425,6,60,130,5,6,6,5,6,3,2,2,1,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,15,1,4,1,5,2,1,1,psychology
4,5,2,3,2,3,4,2,1,5,4,4,1,2,3,7389,8078,6945,14329,37936,6222,6532,7207,4607,6700,6285,9030,5003,6312,5046,14,139,366,1,1,4,6,3,7,3,6,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,2,2,2,2,15,1,2,5,4,2,1,2,paleontology
4,3,1,1,3,2,1,1,1,1,2,1,1,2,3,20171,12821,9295,7067,11613,9526,5906,4750,6711,7488,9935,5736,4772,7905,10038,10,136,182,3,1,6,6,6,4,5,5,3,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,23,1,4,1,4,1,1,5,
3,4,2,3,3,3,3,3,3,3,3,3,3,3,4,7111,8952,5936,6232,6344,9144,10439,5233,13400,9952,5408,9896,6343,4744,5681,31,117,145,3,3,3,4,6,4,4,5,3,4,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,2,3,1,2,37,1,7,1,4,2,1,2,
5,4,4,3,4,5,3,5,3,5,4,3,4,3,5,12749,11876,11098,8101,10113,30940,13631,5774,18703,24159,7751,11146,10879,7424,5469,32,192,123,2,5,2,7,6,7,6,5,3,5,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,3,1,2,1,23,1,1,2,4,1,1,2,psychology
3,5,3,2,4,5,4,2,1,5,2,1,1,3,3,7478,16035,9776,13586,13041,8201,8840,8122,6074,10008,7578,10024,7488,7561,6907,3,144,186,4,5,6,7,5,6,7,3,3,4,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,2,3,2,1,19,1,12,2,4,2,1,2,Business Management & Administration
3,2,4,1,1,1,1,4,2,4,2,1,3,1,4,14852,2297,12338,1820,4485,6818,4142,3316,7892,9782,5874,3600,7664,5011,6096,3,97,136,4,1,5,1,7,2,6,6,7,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,64,1,12,1,4,1,2,4,education
5,2,1,3,5,4,4,1,5,5,4,5,1,5,5,2993,9574,6693,6322,8708,4050,4196,2790,4387,5141,4973,3713,4072,5288,5147,6,84,87,2,3,6,7,6,1,6,7,2,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,3,3,2,1,30,3,7,2,4,2,1,1,Psychology
1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,8137,8560,3711,5120,7544,1744,4584,2192,12952,4095,5056,5648,3176,3720,2784,16,80,140,2,5,5,3,6,5,5,2,6,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,1,1,52,1,3,1,4,1,3,1,English
3,1,3,1,3,1,1,4,1,4,1,3,1,3,3,13231,12173,9335,8011,10708,15441,11909,5263,7342,10325,7142,17624,7747,16755,6774,5,161,195,1,1,6,1,6,7,7,1,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,62,2,7,1,4,1,3,4,
3,1,1,1,3,4,3,2,1,3,3,2,1,2,4,2603,8435,3749,8177,5190,8692,9195,5863,8980,17244,10349,7163,3364,11863,6544,34,121,146,2,7,7,7,5,3,7,1,2,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,2,42,2,4,1,4,2,3,2,English
4,3,1,2,1,2,4,3,2,5,2,4,3,4,5,20610,20323,4472,10318,11229,12088,7286,3889,5095,7951,11070,7148,6715,5718,4168,2,140,177,7,7,5,5,7,2,5,7,1,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,39,1,1,1,4,2,1,0,Biochemistry
5,5,3,4,4,4,3,3,2,4,4,4,3,4,5,4110,3988,3324,2566,2843,2623,2407,2416,3997,3669,6532,2296,1612,3562,3726,4,51,83,3,2,3,0,7,5,6,3,7,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,2,2,1,44,1,6,3,4,1,3,2,Art
2,1,1,1,1,1,1,3,1,3,2,2,1,2,5,6408,8750,2123,3881,8966,4779,11886,1729,4147,9604,8518,9578,5512,4830,32768,6,127,165,3,2,6,1,6,6,6,5,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,30,1,1,1,4,1,2,4,Engineering
1,1,1,1,2,1,1,2,1,1,1,1,0,1,1,4610,4484,3665,9772,2824,4896,1704,1971,2672,5147,6059,4814,0,3249,5169,3,62,95,1,1,2,7,6,7,7,2,2,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,18,1,2,3,4,2,1,2,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,377164,4962,4635,7053388,4738,4985,5280,135193,2217,3013,2112,4090,3060,4363,2260,5,7612,210,6,5,5,5,6,5,5,5,4,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,3,2,1,14,2,4,2,1,2,1,3,
5,5,1,1,4,1,1,1,1,4,3,3,1,1,5,5561,9306,3293,3612,8681,5914,3548,2377,2648,6321,5933,7078,4057,4738,3742,440,78,114,4,6,1,7,4,4,2,6,1,4,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,2,3,1,2,36,1,2,1,4,2,1,3,
2,3,1,2,3,3,2,1,3,4,3,2,1,3,3,15072,13915,10046,7437,29282,9419,8634,4540,12484,20448,6124,8399,13732,14209,8571,43,184,168,7,1,7,4,6,2,7,5,5,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,1,2,1,56,2,2,1,4,1,3,2,Mathematics 
4,3,3,4,4,3,3,5,3,3,4,3,4,4,5,5232,4693,2952,4344,4024,4632,5800,3304,4983,7025,5947,4960,5065,4432,5255,10,73,95,7,2,2,5,7,1,7,6,6,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3,1,2,1,26,1,1,5,4,1,1,3,Threatre
4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,10218,12171,6802,6845,5945,9483,8112,4656,9730,5221,6542,10589,20940,5663,4489,3,129,520,4,4,6,1,4,6,4,5,6,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,1,1,55,1,10,1,2,2,2,2,
5,4,2,2,1,3,4,2,3,4,3,2,1,3,5,5495,19650,4245,65059,1445,22331,19245,15689,14032,20900,11708,6157,5660,12993,12538,4,239,257,3,6,6,6,5,6,3,2,2,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,2,21,1,2,1,1,2,1,1,Biology
3,3,3,5,5,5,5,3,3,3,3,5,3,5,5,40156,12297,13082,13734,5307,6127,6278,5240,10852,6764,5827,7316,8461,8141,6416,8,158,257,4,1,7,3,5,5,5,1,6,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,28,1,4,1,3,2,1,6,early childhood education
3,2,3,2,2,1,1,3,1,5,4,1,2,1,4,7867,6590,10750,3573,4401,4120,3739,3509,4987,5391,5840,7107,5782,4981,10375,3,90,116,1,6,5,4,5,4,2,4,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,18,1,4,1,4,1,1,2,
4,4,2,2,5,4,2,3,2,5,5,2,2,4,5,8711,6470,7785,5790,4952,6238,5456,4264,4869,7788,9237,7667,5875,7403,4245,2,98,170,3,2,6,4,7,6,6,3,5,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,2,1,17,1,0,4,4,2,1,2,
3,1,2,1,2,1,1,3,3,4,3,1,3,4,3,9997,2650,5872,6920,6864,4552,6136,4859,7413,5744,5809,6976,8207,5032,6720,1212,95,210,5,3,4,1,6,5,5,1,6,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,1,2,1,59,1,12,1,4,1,2,2,Computer Science
1,2,1,2,1,2,2,2,2,4,2,1,1,2,3,6822,11269,3648,5209,5166,7974,6766,5449,4349,8651,5266,10246,7019,8112,9922,1,107,86,1,5,6,6,7,7,6,5,6,2,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,4,2,1,1,48,1,4,2,4,1,2,1,Psychology
5,5,4,5,5,5,4,4,5,3,5,4,5,5,5,5951,14525,7583,6863,4949,6569,6265,3616,4997,16419,5490,6226,5276,5300,5922,5,107,150,6,5,5,5,7,3,7,6,3,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,34,1,12,1,3,1,1,1,Paralegal Studies
1,1,1,1,5,3,1,1,1,5,1,5,1,1,5,7963,4907,2150,4242,3919,7896,6126,1634,3431,4082,3730,4389,4581,5318,5503,4,71,94,4,7,7,2,5,6,5,1,3,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,2,1,2,21,1,12,1,4,2,2,2,History
4,2,1,2,3,5,2,1,1,3,3,2,1,2,5,11610,8403,5883,8985,6576,5276,6326,2750,5440,3371,5315,5111,5312,7604,3772,4,93,109,5,3,5,5,7,5,6,7,4,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,2,20,1,2,1,4,1,1,1,English
5,2,1,1,2,1,3,1,1,1,1,2,1,3,5,10404,7345,14994,3193,7742,11175,13868,3234,2150,17112,4090,6707,9985,11172,9551,6,135,177,1,7,4,5,6,5,5,6,3,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,1,1,35,1,1,1,4,2,3,1,mechanical engineering
4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,18365,8675,3360,3544,2695,7728,5460,3524,5412,3541,7023,4718,934,9877,5190,1132,92,30842,6,1,5,6,6,7,2,5,3,4,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,3,3,2,2,19,1,2,1,2,2,1,3,Dentistry
5,5,1,3,3,5,3,1,5,5,5,5,1,5,5,7695,6297,4806,8512,6544,4904,5830,3328,3563,5220,5932,12745,5506,6511,4221,9,93,192,4,2,5,2,7,5,2,6,6,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,2,1,1,1,38,2,1,1,4,1,2,5,
4,4,4,5,5,5,5,5,4,5,4,4,4,5,5,25475,21161,13763,7334,10968,9248,16870,4859,9769,6594,15048,14610,11994,7918,9760,61,187,712,3,5,3,2,5,4,6,5,7,4,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3,3,1,1,63,1,6,3,4,1,3,3,emergency managenebt
3,3,2,4,5,4,2,2,2,4,4,3,3,5,5,6165,9140,20058,4208,4415,3448,7158,4892,5696,5070,4738,6814,4633,3680,3488,1109,94,143,2,5,3,6,5,4,5,5,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,1,1,32,1,12,1,4,2,1,4,
4,2,1,1,5,1,1,1,1,3,3,1,1,1,5,9523,4104,3820,4585,1879,4950,1650,1320,1716,5367,7043,4662,2679,5982,5353,191,66,86,1,6,3,4,5,5,1,6,2,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,3,2,1,15,1,1,1,4,2,1,3,
4,3,4,3,5,4,2,4,5,4,4,2,4,5,5,4528,4353,2445,7640,3581,2465,6973,2204,4272,3340,4985,6513,4513,2779,2657,18,65,100,5,6,2,6,7,3,5,5,4,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,17,2,1,2,4,2,1,2,Journalism
